item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
546892,complete,7/31/2017,Nimcos_Corn-Chips-200gm,98,1,1007,100341563,Soghaat,\N,0,Easypay_MA,7/31/2017,Net,98,2017,7,2017-5,Jul-17,FY18,46447
546922,received,7/31/2017,PZ_107,260,1,1220,100341572,Health & Sports,\N,0,cod,7/31/2017,Valid,260,2017,7,2017-7,Jul-17,FY18,56169
546959,canceled,7/31/2017,RM_Panasonic-SC-VKX25GSK,28500,1,28500,100341581,Entertainment,\N,0,Payaxis,7/31/2017,Gross,"28,500",2017,7,2017-7,Jul-17,FY18,56174
547002,canceled,7/31/2017,BD_BIG DEAL_19,170,1,1215,100341593,Home & Living,\N,0,cod,7/31/2017,Gross,170,2017,7,2017-7,Jul-17,FY18,53186
547020,canceled,7/31/2017,sehgalmotors_293712,444,1,1447.32,100341600,Superstore,\N,128.08,Payaxis,7/31/2017,Gross,444,2017,7,2017-6,Jul-17,FY18,50647
547061,complete,08/01/2017,GA_EA-03-144968,3990,1,3990,100341614,Women's Fashion,\N,0,Payaxis,08/01/2017,Net,"3,990",2017,8,2017-8,Aug-17,FY18,56185
547100,canceled,08/01/2017,cc-hTC-Desire-630-black,15999,1,15999,100341634,Mobiles & Tablets,\N,0,Payaxis,08/01/2017,Gross,"15,999",2017,8,2017-8,Aug-17,FY18,56195
547141,complete,08/01/2017,lala_USS17-LCL-008A,1300,1,718.25,100341654,Women's Fashion,\N,0,cod,08/01/2017,Net,"1,300",2017,8,2017-5,Aug-17,FY18,47479
547174,order_refunded,08/01/2017,Alerashine_sku-9897xssun-XL,500,1,1775,100341668,Women's Fashion,R-UET-50615,0,cod,08/01/2017,Valid,500,2017,8,2016-7,Aug-17,FY18,800
547224,canceled,08/01/2017,PZ_110,845,1,995,100341685,Health & Sports,\N,0,Payaxis,08/01/2017,Gross,845,2017,8,2017-8,Aug-17,FY18,56214
547265,received,08/01/2017,st_PX006,435,1,865,100341706,Home & Living,\N,112.02,cod,08/01/2017,Valid,435,2017,8,2017-3,Aug-17,FY18,39428
547293,complete,08/01/2017,LS_9410010937691,162.39,1,0,100341720,Superstore,\N,48.65,customercredit,08/01/2017,Net,162,2017,8,2016-9,Aug-17,FY18,8123
547335,received,08/01/2017,saloni_DANBYS4,231,1,381,100341742,Beauty & Grooming,\N,0,cod,08/01/2017,Valid,231,2017,8,2016-11,Aug-17,FY18,18865
547404,order_refunded,08/01/2017,JSM_JSM-003-ComboGreenWhitePakShirt-S,180,1,1290,100341765,Men's Fashion,\N,0,cod,08/01/2017,Valid,180,2017,8,2017-2,Aug-17,FY18,32892
547437,order_refunded,08/01/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,3,1080,100341779,Men's Fashion,c-fsd-5097,0,cod,08/01/2017,Valid,540,2017,8,2017-8,Aug-17,FY18,56244
547491,complete,08/01/2017,tr_Pure Natural Raw Longan Honey 80 g.,300,1,150,100341796,Soghaat,\N,300,cod,08/01/2017,Net,300,2017,8,2017-7,Aug-17,FY18,55506
547537,order_refunded,08/01/2017,JSM_JSM-003-ComboGreenWhitePakShirt-M,180,3,1080,100341808,Men's Fashion,R-MUX-104361,0,cod,08/01/2017,Valid,540,2017,8,2016-8,Aug-17,FY18,2478
547597,complete,08/01/2017,osaka_O S-2230,351,1,201,100341824,Appliances,\N,300,cod,08/01/2017,Net,351,2017,8,2016-8,Aug-17,FY18,3314
547644,received,08/01/2017,shopfever_RA385HB1LNDBGNAFAMZ,6450,1,0,100341842,Beauty & Grooming,\N,0,customercredit,08/01/2017,Valid,"6,450",2017,8,2017-7,Aug-17,FY18,53044
547693,complete,08/01/2017,AYS_32-32u561,19890,1,17890,100341857,Entertainment,R-KHW-50744,2000,cod,08/01/2017,Net,"19,890",2017,8,2017-8,Aug-17,FY18,56261
547719,received,08/01/2017,BD_BIG DEAL_21,750,1,1000,100341868,Home & Living,\N,0,cod,08/01/2017,Valid,750,2017,8,2017-8,Aug-17,FY18,56263
547754,complete,08/01/2017,LS_8961014002522,99,2,713,100341889,Superstore,\N,0,cod,08/01/2017,Net,198,2017,8,2017-8,Aug-17,FY18,56271
547794,complete,08/01/2017,mdeal_DMC-579,250,1,799,100341901,Men's Fashion,\N,0,cod,08/01/2017,Net,250,2017,8,2017-7,Aug-17,FY18,56016
547845,received,08/01/2017,BD_Big deal_70,399,1,1015,100341922,Home & Living,\N,0,cod,08/01/2017,Valid,399,2017,8,2017-7,Aug-17,FY18,54709
547891,received,08/01/2017,StripyInterior_Sajalo-Bedsheet-1067,759,1,2498,100341935,Home & Living,\N,0,cod,08/01/2017,Valid,759,2017,8,2016-11,Aug-17,FY18,17684
547924,paid,08/02/2017,JSM_JSM-002-Green-Pak-Shirt -M,95,1,945.49,100341952,Men's Fashion,\N,0,jazzwallet,08/02/2017,Valid,95,2017,8,2016-9,Aug-17,FY18,8546
547961,complete,08/02/2017,Bahr-e-Shifa,0,3,150,100341966,Books,\N,0,cod,08/02/2017,Net, -   ,2017,8,2017-8,Aug-17,FY18,56296
547996,complete,08/02/2017,Shark_MS709,105,2,1016,100341978,School & Education,\N,0,jazzwallet,08/02/2017,Net,210,2017,8,2016-8,Aug-17,FY18,2784
548042,received,08/02/2017,LS_8961100500796,840,1,864,100341993,Superstore,\N,157.89,cod,08/02/2017,Valid,840,2017,8,2016-9,Aug-17,FY18,9249
548092,complete,08/02/2017,Bata_4086175-Black-36,599,1,1198,100342011,Kids & Baby,\N,0,cod,08/02/2017,Net,599,2017,8,2016-7,Aug-17,FY18,1626
548147,received,08/02/2017,aybeez_ABZ-3530-L,899,1,1114,100342031,Men's Fashion,c lhe 106662,0,cod,08/02/2017,Valid,899,2017,8,2017-8,Aug-17,FY18,56315
548205,received,08/02/2017,JSM_JSM-001-White-Pak-Shirt-L,95,1,1365,100342047,Men's Fashion,lhc-106005,0,cod,08/02/2017,Valid,95,2017,8,2016-11,Aug-17,FY18,16141
548248,received,08/02/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,3,1640,100342058,Men's Fashion,C-FSD-33656,0,cod,08/02/2017,Valid,540,2017,8,2017-8,Aug-17,FY18,56324
548293,complete,08/02/2017,Bata_8546490-Black-42,1000,1,1000,100342075,Men's Fashion,\N,0,cod,08/02/2017,Net,"1,000",2017,8,2016-7,Aug-17,FY18,1626
548351,complete,08/02/2017,Nimcos_Namak-Paray-200gm,98,1,982,100342088,Soghaat,\N,0,cod,08/02/2017,Net,98,2017,8,2017-7,Aug-17,FY18,56058
548371,received,08/02/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,1,1575,100342092,Men's Fashion,C-FSD-30642,0,cod,08/02/2017,Valid,180,2017,8,2016-11,Aug-17,FY18,22494
548419,received,08/02/2017,lala_USS17-DTP-019A-1000194699211,790,1,1280,100342109,Women's Fashion,C-LHW-50074,0,cod,08/02/2017,Valid,790,2017,8,2017-1,Aug-17,FY18,31025
548464,complete,08/02/2017,nabila_Nchant FOR Olive,4500,1,4500,100342127,Beauty & Grooming,\N,0,cod,08/02/2017,Net,"4,500",2017,8,2017-8,Aug-17,FY18,56342
548500,complete,08/02/2017,sg_Herbal Neem Soap HandMade-90 gm,180,1,765,100342143,Beauty & Grooming,\N,0,cod,08/02/2017,Net,180,2017,8,2017-7,Aug-17,FY18,55705
548556,received,08/02/2017,Samsung-Galaxy-S8-G950-Black,79300,1,79300,100342162,Mobiles & Tablets,R-PEW-41424,0,cod,08/02/2017,Valid,"79,300",2017,8,2017-5,Aug-17,FY18,44445
548613,received,08/02/2017,LS_8961014006773,53,1,1059,100342183,Superstore,cmux 45346,0,cod,08/02/2017,Valid,53,2017,8,2017-7,Aug-17,FY18,55731
548658,received,08/02/2017,fstore_mdc-543,199,1,1099,100342195,Men's Fashion,R-HDD-108064,0,cod,08/02/2017,Valid,199,2017,8,2016-7,Aug-17,FY18,64
548695,canceled,08/02/2017,StripyInterior_Mat-011,239,2,2076,100342217,Home & Living,\N,0,cod,08/02/2017,Gross,478,2017,8,2017-8,Aug-17,FY18,56365
548743,received,08/02/2017,NDF_Cinnamon stick (Dar Chini ) 50gm,31,1,726.01,100342233,Soghaat,\N,9.06,cod,08/02/2017,Valid,31,2017,8,2017-3,Aug-17,FY18,39414
548764,order_refunded,08/02/2017,JSM_JSM-002-Green-Pak-Shirt -M,95,1,425,100342242,Men's Fashion,\N,0,cod,08/02/2017,Valid,95,2017,8,2017-7,Aug-17,FY18,54721
548842,received,08/02/2017,JSM_JSM-003-ComboGreenWhitePakShirt-M,180,2,605,100342263,Men's Fashion,MUX-C-103421,0,cod,08/02/2017,Valid,360,2017,8,2017-7,Aug-17,FY18,54502
548902,received,08/02/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,3,1440,100342289,Men's Fashion,R-RWB-108145,0,cod,08/02/2017,Valid,540,2017,8,2017-3,Aug-17,FY18,37211
548949,canceled,08/02/2017,MACBOOK PRO 13-INCH 2.5GHZ 8GBDDR3L,129000,1,129000,100342308,Computing,\N,0,Payaxis,08/02/2017,Gross,"129,000",2017,8,2017-7,Aug-17,FY18,56091
548989,received,08/02/2017,DOH_DOH-28-M,179,1,654,100342329,Men's Fashion,\N,0,cod,08/02/2017,Valid,179,2017,8,2017-6,Aug-17,FY18,52599
549040,received,08/02/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,3,1060,100342350,Men's Fashion,C-MUX-33202,0,cod,08/02/2017,Valid,540,2017,8,2016-11,Aug-17,FY18,13855
549083,order_refunded,08/02/2017,DOH_DOH-28-M,179,1,1329,100342366,Men's Fashion,\N,0,cod,08/02/2017,Valid,179,2017,8,2017-7,Aug-17,FY18,55937
549127,order_refunded,08/02/2017,Little Big Shots_Pack of 6 Apple Kiwi and Lime,510,3,1530,100342382,Superstore,\N,0,cod,08/02/2017,Valid,"1,530",2017,8,2016-11,Aug-17,FY18,18975
549157,canceled,08/02/2017,LS_620514000121,25,2,746.04,100342390,Superstore,\N,9.25,Easypay,08/02/2017,Gross,50,2017,8,2017-4,Aug-17,FY18,43049
549205,canceled,08/03/2017,LS_8901358702184,195,1,1254,100342404,Superstore,\N,0,Payaxis,08/03/2017,Gross,195,2017,8,2017-6,Aug-17,FY18,52670
549235,canceled,08/03/2017,BE_Mimo-Massager,160,1,3111,100342422,Beauty & Grooming,\N,0,Payaxis,08/03/2017,Gross,160,2017,8,2017-5,Aug-17,FY18,45091
549269,canceled,08/03/2017,LS_4015600835149,345,3,13049.17,100342436,Superstore,\N,0,Easypay,08/03/2017,Gross,"1,035",2017,8,2017-2,Aug-17,FY18,33784
549306,complete,08/03/2017,LS_6001106209506,67,2,745,100342451,Superstore,\N,38.47,cod,08/03/2017,Net,134,2017,8,2017-7,Aug-17,FY18,55212
549336,received,08/03/2017,LS_5449000020987,35,3,1065.9,100342466,Superstore,\N,15.75,Payaxis,08/03/2017,Valid,105,2017,8,2017-6,Aug-17,FY18,52670
549397,complete,08/03/2017,Ctees_CK-ILP2-PINK-L,260,1,1365,100342485,Kids & Baby,C-MUX-16258,0,cod,08/03/2017,Net,260,2017,8,2017-8,Aug-17,FY18,56418
549447,complete,08/03/2017,Infinix Hot 4-Gold,12599,1,10709.15,100342495,Mobiles & Tablets,C-HDD-44781,1889.85,Payaxis,08/03/2017,Net,"12,599",2017,8,2016-7,Aug-17,FY18,64
549506,complete,08/03/2017,Chk_Mixed Vegetable Pickle 300g,300,1,2599,100342507,Superstore,\N,0,cod,08/03/2017,Net,300,2017,8,2017-7,Aug-17,FY18,55235
549540,complete,08/03/2017,Tmall_MM_Bowls_Set_Pk5_Blue,465,1,1130,100342514,Home & Living,\N,0,cod,08/03/2017,Net,465,2017,8,2016-7,Aug-17,FY18,1699
549579,canceled,08/03/2017,Infinix Hot 4-Black,12599,1,10709.15,100342533,Mobiles & Tablets,C-KHC-34670,0,Payaxis,08/03/2017,Gross,"12,599",2017,8,2016-7,Aug-17,FY18,114
549631,canceled,08/03/2017,Mardaz_MA305FA01YB54NAFAMZ-M,215,1,1066.75,100342549,Men's Fashion,\N,32.25,Payaxis,08/03/2017,Gross,215,2017,8,2016-8,Aug-17,FY18,3761
549651,received,08/03/2017,LS_717273704855,105,1,1066.75,100342553,Superstore,\N,15.75,Payaxis,08/03/2017,Valid,105,2017,8,2016-8,Aug-17,FY18,3761
549704,canceled,08/03/2017,Infinix Hot 4-Black,12599,1,10709.15,100342572,Mobiles & Tablets,C-KHC-34670,1889.85,Easypay,08/03/2017,Gross,"12,599",2017,8,2016-7,Aug-17,FY18,114
549761,received,08/03/2017,DOH_DOH-20-M,94,3,1181,100342589,Men's Fashion,c lhe 105670,0,cod,08/03/2017,Valid,282,2017,8,2017-8,Aug-17,FY18,56430
549793,canceled,08/03/2017,ZA_qmobile_QMobile Energy X1-Grey,9599,1,9599,100342600,Mobiles & Tablets,\N,0,Easypay,08/03/2017,Gross,"9,599",2017,8,2017-8,Aug-17,FY18,56440
549849,canceled,08/03/2017,JSM_JSM-002-Green-Pak-Shirt -S,95,1,18545,100342632,Men's Fashion,\N,16.8552,Easypay,08/03/2017,Gross,95,2017,8,2017-4,Aug-17,FY18,41545
549866,complete,08/03/2017,JSM_JSM-003-ComboGreenWhitePakShirt-M,180,1,955,100342638,Men's Fashion,\N,0,cod,08/03/2017,Net,180,2017,8,2017-8,Aug-17,FY18,56363
549924,received,08/03/2017,JSM_JSM-003-ComboGreenWhitePakShirt-L,180,1,1000,100342658,Men's Fashion,\N,0,cod,08/03/2017,Valid,180,2017,8,2017-3,Aug-17,FY18,39147
549984,complete,08/03/2017,RB_HPx5,1000,1,1440,100342676,Superstore,\N,0,cod,08/03/2017,Net,"1,000",2017,8,2017-8,Aug-17,FY18,56454
549997,complete,08/03/2017,Infinix Hot 4-Gold,12599,1,10709.15,100342683,Mobiles & Tablets,R-FSD-52352,1889.85,Payaxis,08/03/2017,Net,"12,599",2017,8,2016-11,Aug-17,FY18,15012
550049,canceled,08/03/2017,Infinix Hot 4-Gold,12599,1,10709.15,100342703,Mobiles & Tablets,R-FSD-52352,1889.85,Payaxis,08/03/2017,Gross,"12,599",2017,8,2017-4,Aug-17,FY18,42108
550075,complete,08/03/2017,igeek_Black-GSM-&-Bluetooth-Smart-Watch-DZ09,1022,1,1742,100342712,Mobiles & Tablets,\N,0,cod,08/03/2017,Net,"1,022",2017,8,2017-8,Aug-17,FY18,56467
550127,received,08/03/2017,igeek_TriFidgetSpinner,167,1,722,100342729,Kids & Baby,\N,0,cod,08/03/2017,Valid,167,2017,8,2017-4,Aug-17,FY18,41537
550151,order_refunded,08/03/2017,Bata_8714765-40,497,1,207,100342737,Men's Fashion,\N,0,cod,08/03/2017,Valid,497,2017,8,2016-11,Aug-17,FY18,15719
550208,complete,08/03/2017,Infinix Hot 4-Black,12599,1,10709.15,100342759,Mobiles & Tablets,R-FSD-52352,1889.85,Payaxis,08/03/2017,Net,"12,599",2017,8,2017-4,Aug-17,FY18,42113
550254,complete,08/03/2017,DOH_DOH-28-M,179,1,329,100342784,Men's Fashion,C-UET-33382,0,cod,08/03/2017,Net,179,2017,8,2017-5,Aug-17,FY18,46050
550280,order_refunded,08/03/2017,mytee_myteeg110,1200,1,1200,100342792,Men's Fashion,\N,0,cod,08/03/2017,Valid,"1,200",2017,8,2017-7,Aug-17,FY18,55966
550344,complete,08/03/2017,kureshi_HSMF-Male-M,299,1,979.87,100342816,Men's Fashion,\N,81.4175,Easypay,08/03/2017,Net,299,2017,8,2017-3,Aug-17,FY18,39846
550374,order_refunded,08/03/2017,Mardaz_MA305FA17EJ7CNAFAMZ-XL,339,3,1017,100342828,Men's Fashion,\N,0,cod,08/03/2017,Valid,"1,017",2017,8,2016-11,Aug-17,FY18,15549
550401,complete,08/03/2017,Infinix Hot 4-Black,12599,1,10709.15,100342843,Mobiles & Tablets,C-HDD-45297,1889.85,Payaxis,08/03/2017,Net,"12,599",2017,8,2016-9,Aug-17,FY18,5769
550453,complete,08/03/2017,AYS_32B8500-32-Inches,19485,1,15485,100342873,Entertainment,40968,4000,Payaxis,08/03/2017,Net,"19,485",2017,8,2017-8,Aug-17,FY18,56507
550495,canceled,08/03/2017,AYS_32B8500-32-Inches,19485,1,15485,100342896,Entertainment,40968,4000,Payaxis,08/03/2017,Gross,"19,485",2017,8,2017-8,Aug-17,FY18,56514
550536,order_refunded,08/03/2017,mdeal_DMC-542-M,899,1,1749,100342927,Men's Fashion,\N,0,cod,08/03/2017,Valid,899,2017,8,2017-8,Aug-17,FY18,56523
550568,complete,08/03/2017,LS_620514001142,25,1,573.34,100342942,Superstore,\N,11.7069,Payaxis,08/03/2017,Net,25,2017,8,2016-11,Aug-17,FY18,17597
550593,order_refunded,08/03/2017,AC_ac 179-black-M,419,1,1218,100342951,Women's Fashion,\N,0,cod,08/03/2017,Valid,419,2017,8,2017-8,Aug-17,FY18,56533
550619,complete,08/03/2017,DOH_DOH-31-L,479,1,629,100342965,Men's Fashion,\N,0,cod,08/03/2017,Net,479,2017,8,2017-8,Aug-17,FY18,56536
550686,received,08/03/2017,CITY_Pant Belt,250,1,1062,100342992,School & Education,C-MUX-106847,0,cod,08/03/2017,Valid,250,2017,8,2017-8,Aug-17,FY18,56535
550709,complete,08/03/2017,RS_Sohan Halwa 1000gm,660,1,810,100343005,Soghaat,\N,0,cod,08/03/2017,Net,660,2017,8,2016-8,Aug-17,FY18,3460
550755,complete,08/03/2017,Berrio_BR-08,110,1,260,100343016,Beauty & Grooming,\N,0,cod,08/03/2017,Net,110,2017,8,2017-8,Aug-17,FY18,56550
550776,complete,08/03/2017,BE_Toothpaste-Dispenser,299,1,1028.3,100343029,Home & Living,\N,127.9979,Payaxis,08/03/2017,Net,299,2017,8,2016-11,Aug-17,FY18,13382
550832,canceled,08/03/2017,LS_8961014003055,195,3,4432.8945,100343046,Superstore,\N,87.75,Easypay,08/03/2017,Gross,585,2017,8,2017-4,Aug-17,FY18,42599
550866,canceled,08/03/2017,Uni-Lipton-deal,843,3,2149.65,100343057,Superstore,\N,379.35,Payaxis,08/03/2017,Gross,"2,529",2017,8,2016-11,Aug-17,FY18,14737
550887,canceled,08/03/2017,PTCL_Charji EVO TAB,10000,1,8500,100343065,Mobiles & Tablets,\N,1500,Payaxis,08/03/2017,Gross,"10,000",2017,8,2017-5,Aug-17,FY18,45235
550946,received,08/04/2017,BD_BIG DEAL_3,350,1,255,100343085,Mobiles & Tablets,\N,0,cod,08/04/2017,Valid,350,2017,8,2016-7,Aug-17,FY18,1550
550986,complete,08/04/2017,vitamin_Size Up Vitamins,1000,1,4724,100343103,Health & Sports,SENT019815,0,cod,08/04/2017,Net,"1,000",2017,8,2017-8,Aug-17,FY18,56576
551027,received,08/04/2017,TCM_Model P-10,330,1,3227,100343120,Health & Sports,C-MUX-33202,0,cod,08/04/2017,Valid,330,2017,8,2017-8,Aug-17,FY18,56584
551080,complete,08/04/2017,LS_8853333002195,155,1,66.98,100343144,Superstore,\N,149.98,cod,08/04/2017,Net,155,2017,8,2017-8,Aug-17,FY18,56588
551115,complete,08/04/2017,clickbuscollection_light-17,800,1,1750,100343156,Women's Fashion,\N,0,cod,08/04/2017,Net,800,2017,8,2017-2,Aug-17,FY18,33220
551149,complete,08/04/2017,ew_X08-Black / Golden ,199,1,1523,100343174,Men's Fashion,\N,32.75,cod,08/04/2017,Net,199,2017,8,2016-7,Aug-17,FY18,329
551190,complete,08/04/2017,BE_TOOTHPASTE DISPENSER-6,245,1,950,100343199,Home & Living,\N,0,cod,08/04/2017,Net,245,2017,8,2017-7,Aug-17,FY18,54285
551224,received,08/04/2017,LS_8961014001525,46,1,1098,100343216,Superstore,\N,0,cod,08/04/2017,Valid,46,2017,8,2017-8,Aug-17,FY18,56615
551252,order_refunded,08/04/2017,LS_8964000332856,80,3,1005,100343225,Superstore,R SKZ 106980,0,cod,08/04/2017,Valid,240,2017,8,2017-1,Aug-17,FY18,30465
551297,received,08/04/2017,JSM_JSM-001-White-Pak-Shirt-M,95,3,1205,100343245,Men's Fashion,C SKZ 30472,0,cod,08/04/2017,Valid,285,2017,8,2016-7,Aug-17,FY18,56
551351,complete,08/04/2017,Grace_3ecosummersocks,360,1,526,100343255,Men's Fashion,\N,0,cod,08/04/2017,Net,360,2017,8,2017-5,Aug-17,FY18,46147
551388,complete,08/04/2017,LS_5012583202943,160,1,644,100343269,Superstore,\N,69.93,cod,08/04/2017,Net,160,2017,8,2017-7,Aug-17,FY18,54583
551423,canceled,08/04/2017,cr_PEANUT SALTY-200 GM,138,1,2521,100343290,Soghaat,\N,0,cod,08/04/2017,Gross,138,2017,8,2017-1,Aug-17,FY18,32451
551450,order_refunded,08/04/2017,Monocruiser_BL-118AR - Green,19900,1,19900,100343308,Kids & Baby,\N,0,Payaxis,08/04/2017,Valid,"19,900",2017,8,2017-8,Aug-17,FY18,56285
551505,received,08/04/2017,LS_788821006011,40,1,375,100343327,Superstore,\N,21.24,cod,08/04/2017,Valid,40,2017,8,2017-4,Aug-17,FY18,41444
551535,canceled,08/04/2017,Infinix Note 3-2GB-Nationwide-Grey,18599,2,37198,100343340,Mobiles & Tablets,\N,0,Payaxis,08/04/2017,Gross,"37,198",2017,8,2017-8,Aug-17,FY18,56660
551589,received,08/04/2017,NDF_Till Chikkee 100gm,28,1,358,100343366,Soghaat,\N,0,cod,08/04/2017,Valid,28,2017,8,2016-10,Aug-17,FY18,12548
551621,order_refunded,08/05/2017,vitamin_Vitamin C 500,400,1,550,100343378,Health & Sports,\N,0,cod,08/05/2017,Valid,400,2017,8,2017-8,Aug-17,FY18,56673
551663,received,08/05/2017,Nimcos_Salted-Peanuts-200gm,119,1,3009,100343397,Soghaat,\N,0,cod,08/05/2017,Valid,119,2017,8,2017-2,Aug-17,FY18,33969
551702,received,08/05/2017,lala_USS17-DTP-017B-1000194399329,790,1,1276.99,100343409,Women's Fashion,\N,150.29,cod,08/05/2017,Valid,790,2017,8,2017-6,Aug-17,FY18,50835
551756,order_refunded,08/05/2017,JSM_JSM-001-White-Pak-Shirt-L,95,3,1125,100343426,Men's Fashion,C-LHW-50074,0,cod,08/05/2017,Valid,285,2017,8,2017-8,Aug-17,FY18,56693
551804,received,08/05/2017,ME_Double-Akhroat-Multani-Sohan-Halwa-1kg,688,1,1058,100343436,Soghaat,\N,0,cod,08/05/2017,Valid,688,2017,8,2016-7,Aug-17,FY18,423
551853,received,08/05/2017,JSM_JSM-004-M,95,3,1045,100343451,Women's Fashion,C-LHC-30667,0,cod,08/05/2017,Valid,285,2017,8,2016-11,Aug-17,FY18,15094
551900,received,08/05/2017,shoppers stop_MagicGlass-3,465,2,1144,100343468,\N,C-LHC-30667,0,cod,08/05/2017,Valid,930,2017,8,2017-6,Aug-17,FY18,50173
551951,received,08/05/2017,JSM_JSM-003-ComboGreenWhitePakShirt-S,180,1,1110,100343478,Men's Fashion,C-LHW-50074,0,cod,08/05/2017,Valid,180,2017,8,2017-1,Aug-17,FY18,31025
551996,complete,08/05/2017,Adolphs_AD-DR-0070-M,350,1,902,100343492,Men's Fashion,\N,0,cod,08/05/2017,Net,350,2017,8,2017-7,Aug-17,FY18,53656
552052,order_refunded,08/05/2017,Infinix Hot 4-Gold,12599,1,12599,100343513,Mobiles & Tablets,\N,0,cod,08/05/2017,Valid,"12,599",2017,8,2016-10,Aug-17,FY18,10548
552106,order_refunded,08/05/2017,JSM_JSM-005-M,95,3,1015,100343529,Women's Fashion,C-MUX-33202,0,cod,08/05/2017,Valid,285,2017,8,2017-5,Aug-17,FY18,45800
552145,received,08/05/2017,iGeek_MiniWiredSelfieStick-Blue,156,1,1100,100343537,Mobiles & Tablets,\N,0,cod,08/05/2017,Valid,156,2017,8,2016-11,Aug-17,FY18,16408
552194,complete,08/05/2017,LS_8961100500031,176,2,71,100343554,Superstore,\N,339.93,cod,08/05/2017,Net,352,2017,8,2017-8,Aug-17,FY18,56499
552240,received,08/05/2017,JSM_JSM-001-White-Pak-Shirt-M,95,1,2164,100343564,Men's Fashion,\N,0,cod,08/05/2017,Valid,95,2017,8,2017-7,Aug-17,FY18,53806
552280,complete,08/06/2017,Bold_Bold-11,260,2,821.49,100343581,Beauty & Grooming,\N,0,jazzwallet,08/06/2017,Net,520,2017,8,2016-9,Aug-17,FY18,8546
552323,complete,08/06/2017,Echange_EP_44,899,1,5121,100343603,Men's Fashion,\N,0,cod,08/06/2017,Net,899,2017,8,2017-7,Aug-17,FY18,55596
552366,canceled,08/06/2017,LS_8961100500130,178,1,328,100343625,Superstore,\N,0,jazzwallet,08/06/2017,Gross,178,2017,8,2017-7,Aug-17,FY18,55987
552410,complete,08/06/2017,Bold_Bold-11,260,1,1617,100343642,Beauty & Grooming,\N,0,cod,08/06/2017,Net,260,2017,8,2017-5,Aug-17,FY18,47267
552451,order_refunded,08/06/2017,Shark_HL119,35,3,1594,100343656,School & Education,\N,0,cod,08/06/2017,Valid,105,2017,8,2017-7,Aug-17,FY18,53196
552493,complete,08/06/2017,BD_BIG DEAL_54,250,1,1100,100343670,Health & Sports,\N,0,cod,08/06/2017,Net,250,2017,8,2017-8,Aug-17,FY18,56787
552529,received,08/06/2017,LS_6221007004066,20,1,1994,100343684,Superstore,\N,0,cod,08/06/2017,Valid,20,2017,8,2017-8,Aug-17,FY18,56792
552567,complete,08/06/2017,LS_8961100500093,940,1,615,100343699,Superstore,\N,421.52,Payaxis,08/06/2017,Net,940,2017,8,2017-8,Aug-17,FY18,56799
552606,received,08/06/2017,Ctees_CT-14AU-YELLOW-M,345,3,13895,100343714,Men's Fashion,\N,0,Payaxis,08/06/2017,Valid,"1,035",2017,8,2017-6,Aug-17,FY18,51343
552644,complete,08/06/2017,GA_TL-62-A-134894,1590,1,7723,100343727,Women's Fashion,\N,0,cod,08/06/2017,Net,"1,590",2017,8,2017-8,Aug-17,FY18,56811
552685,complete,08/06/2017,JSM_JSM-002-Green-Pak-Shirt -M,95,1,95,100343745,Men's Fashion,\N,0,cod,08/06/2017,Net,95,2017,8,2017-8,Aug-17,FY18,56531
552724,received,08/06/2017,BO_supperdoggy-brown,390,1,815,100343766,Kids & Baby,\N,0,cod,08/06/2017,Valid,390,2017,8,2016-11,Aug-17,FY18,19984
552761,received,08/07/2017,Bata_8614548-44,580,1,1129,100343790,Men's Fashion,\N,0,cod,08/07/2017,Valid,580,2017,8,2017-8,Aug-17,FY18,56839
552803,order_refunded,08/07/2017,JSM_JSM-004-S,95,2,555,100343807,Women's Fashion,C-LHC-30667,0,cod,08/07/2017,Valid,190,2017,8,2017-8,Aug-17,FY18,56329
552856,order_refunded,08/07/2017,Bold_Bold-11,260,1,648,100343825,Beauty & Grooming,\N,0,cod,08/07/2017,Valid,260,2017,8,2017-8,Aug-17,FY18,56851
552901,complete,08/07/2017,Peacock_Sandwhich maker - peacock,1050,1,550,100343840,Appliances,\N,500,cod,08/07/2017,Net,"1,050",2017,8,2017-8,Aug-17,FY18,56857
552952,received,08/07/2017,emart_0-80,1038,1,1348,100343857,Home & Living,\N,0,cod,08/07/2017,Valid,"1,038",2017,8,2017-1,Aug-17,FY18,32315
552986,complete,08/07/2017,sitara_216-B,1215,1,4165,100343868,Women's Fashion,\N,0,Easypay,08/07/2017,Net,"1,215",2017,8,2016-12,Aug-17,FY18,27968
553044,complete,08/07/2017,RAJESH_TE327SP0X62MCNAFAMZ,510,1,0,100343895,Health & Sports,GRS - 2988311-1,0,customercredit,08/07/2017,Net,510,2017,8,2017-7,Aug-17,FY18,53982
